model,trial_number,hits@1,hits@3,hits@5,hits@10
TransE,42,0.122754491017964,0.2634730538922156,0.3083832335329341,0.4131736526946107
TransE,43,0.3592814371257485,0.4760479041916167,0.5389221556886228,0.6377245508982036
TransE,44,0.0029940119760479,0.3353293413173652,0.3952095808383233,0.5329341317365269
TransE,45,0.0,0.3952095808383233,0.4700598802395209,0.5868263473053892
TransE,46,0.1497005988023952,0.2425149700598802,0.3473053892215569,0.4461077844311377
TransE,47,0.0,0.2934131736526946,0.3862275449101796,0.5089820359281437
TransE,48,0.1317365269461078,0.248502994011976,0.3143712574850299,0.3982035928143712
TransE,49,0.0,0.3173652694610778,0.3832335329341317,0.5059880239520959
TransE,50,0.344311377245509,0.4191616766467065,0.4730538922155688,0.5598802395209581
TransE,51,0.1497005988023952,0.2574850299401197,0.3203592814371258,0.4251497005988024
TransE,52,0.0089820359281437,0.1526946107784431,0.2455089820359281,0.3562874251497006
TransE,53,0.1886227544910179,0.374251497005988,0.4131736526946107,0.5179640718562875
TransE,54,0.2994011976047904,0.4011976047904191,0.4491017964071856,0.5239520958083832
TransE,55,0.2365269461077844,0.4221556886227545,0.4730538922155688,0.5748502994011976
TransE,56,0.2844311377245509,0.3952095808383233,0.4461077844311377,0.5329341317365269
TransE,57,0.0269461077844311,0.2604790419161676,0.3562874251497006,0.4820359281437126
TransE,58,0.0,0.0868263473053892,0.1526946107784431,0.2425149700598802
TransE,59,0.0,0.092814371257485,0.1377245508982036,0.2245508982035928
TransE,60,0.0419161676646706,0.2245508982035928,0.2844311377245509,0.3592814371257485
TransE,61,0.0748502994011976,0.3083832335329341,0.3922155688622754,0.5239520958083832
TransE,62,0.281437125748503,0.4161676646706587,0.497005988023952,0.5988023952095808
TransE,63,0.1437125748502994,0.3862275449101796,0.437125748502994,0.5479041916167665
TransE,64,0.0,0.0359281437125748,0.059880239520958,0.1167664670658682
TransE,65,0.0568862275449101,0.2724550898203592,0.344311377245509,0.4311377245508982
TransE,66,0.0059880239520958,0.2994011976047904,0.3832335329341317,0.5029940119760479
TransE,67,0.218562874251497,0.3712574850299401,0.4341317365269461,0.5089820359281437
TransE,68,0.0538922155688622,0.3293413173652694,0.3892215568862275,0.5419161676646707
TransE,69,0.0,0.3383233532934132,0.3862275449101796,0.5239520958083832
TransE,70,0.2604790419161676,0.4461077844311377,0.5179640718562875,0.6047904191616766
TransE,71,0.281437125748503,0.4011976047904191,0.4550898203592814,0.5538922155688623
TransE,72,0.092814371257485,0.2455089820359281,0.278443113772455,0.3562874251497006
TransE,73,0.0,0.0419161676646706,0.0688622754491018,0.0988023952095808
TransE,74,0.0359281437125748,0.2844311377245509,0.3772455089820359,0.5658682634730539
TransE,75,0.1347305389221557,0.2215568862275449,0.2694610778443114,0.3832335329341317
TransE,76,0.1317365269461078,0.2604790419161676,0.3353293413173652,0.4341317365269461
TransE,77,0.2395209580838323,0.4311377245508982,0.4910179640718562,0.6017964071856288
TransE,78,0.0149700598802395,0.3353293413173652,0.4191616766467065,0.5568862275449101
TransE,79,0.0,0.1437125748502994,0.218562874251497,0.344311377245509
TransE,80,0.059880239520958,0.2365269461077844,0.2994011976047904,0.437125748502994
TransE,81,0.0389221556886227,0.3832335329341317,0.4610778443113772,0.5808383233532934
TransE,82,0.0,0.1676646706586826,0.2365269461077844,0.3293413173652694
TransE,83,0.3023952095808383,0.4071856287425149,0.4640718562874251,0.5329341317365269
TransE,84,0.1497005988023952,0.2455089820359281,0.3173652694610778,0.4251497005988024
TransE,85,0.3532934131736527,0.437125748502994,0.5029940119760479,0.5748502994011976
TransE,86,0.2305389221556886,0.3293413173652694,0.4071856287425149,0.5239520958083832
TransE,87,0.1317365269461078,0.3083832335329341,0.3952095808383233,0.5179640718562875
TransE,88,0.0,0.2724550898203592,0.3473053892215569,0.4550898203592814
TransE,89,0.0,0.2724550898203592,0.3682634730538922,0.467065868263473
TransE,90,0.0,0.2664670658682634,0.3203592814371258,0.4640718562874251
TransE,91,0.0,0.2934131736526946,0.3832335329341317,0.5089820359281437
TransE,92,0.0,0.2215568862275449,0.311377245508982,0.4251497005988024
TransE,93,0.0,0.0479041916167664,0.0808383233532934,0.1347305389221557
TransE,94,0.0,0.1317365269461078,0.218562874251497,0.3023952095808383
TransE,95,0.2305389221556886,0.4041916167664671,0.4580838323353293,0.5508982035928144
TransE,96,0.0,0.029940119760479,0.0479041916167664,0.0838323353293413
TransE,97,0.2694610778443114,0.4401197604790419,0.4880239520958084,0.5808383233532934
TransE,98,0.0,0.0089820359281437,0.0329341317365269,0.0838323353293413
TransE,99,0.0,0.3293413173652694,0.4101796407185629,0.5239520958083832
ComplEx,0,0.0,0.0029940119760479,0.0029940119760479,0.0089820359281437
ComplEx,1,0.0,0.0,0.0,0.0059880239520958
ComplEx,2,0.0,0.0,0.0029940119760479,0.0029940119760479
ComplEx,3,0.0,0.0,0.0,0.0
ComplEx,4,0.0,0.0,0.0,0.0179640718562874
ComplEx,5,0.0059880239520958,0.0149700598802395,0.0179640718562874,0.0329341317365269
ComplEx,6,0.0,0.0,0.0,0.0029940119760479
ComplEx,7,0.0,0.0,0.0,0.0059880239520958
ComplEx,8,0.0,0.0029940119760479,0.0029940119760479,0.0119760479041916
ComplEx,9,0.0,0.0059880239520958,0.0059880239520958,0.0119760479041916
ComplEx,10,0.0,0.0059880239520958,0.0089820359281437,0.0149700598802395
ComplEx,11,0.0059880239520958,0.0149700598802395,0.0209580838323353,0.029940119760479
ComplEx,12,0.0029940119760479,0.0029940119760479,0.0059880239520958,0.0089820359281437
ComplEx,13,0.0,0.0029940119760479,0.0089820359281437,0.0149700598802395
ComplEx,14,0.0,0.0029940119760479,0.0059880239520958,0.0089820359281437
ComplEx,15,0.0,0.0059880239520958,0.0119760479041916,0.0149700598802395
ComplEx,16,0.0029940119760479,0.0059880239520958,0.0089820359281437,0.0089820359281437
ComplEx,17,0.0,0.0,0.0,0.0029940119760479
ComplEx,18,0.0029940119760479,0.0059880239520958,0.0059880239520958,0.0149700598802395
ComplEx,19,0.0,0.0059880239520958,0.0089820359281437,0.0119760479041916
ComplEx,20,0.0029940119760479,0.0029940119760479,0.0059880239520958,0.0059880239520958
ComplEx,21,0.0,0.0,0.0,0.0059880239520958
ComplEx,22,0.0,0.0,0.0,0.0059880239520958
ComplEx,23,0.0,0.0,0.0,0.0029940119760479
ComplEx,24,0.0,0.0059880239520958,0.0059880239520958,0.0089820359281437
ComplEx,25,0.0,0.0,0.0,0.0029940119760479
ComplEx,26,0.0,0.0059880239520958,0.0089820359281437,0.0089820359281437
ComplEx,27,0.0,0.0,0.0,0.0059880239520958
ComplEx,28,0.0029940119760479,0.0029940119760479,0.0059880239520958,0.0089820359281437
ComplEx,29,0.0,0.0029940119760479,0.0029940119760479,0.0089820359281437
ComplEx,30,0.0029940119760479,0.0059880239520958,0.0059880239520958,0.0239520958083832
ComplEx,31,0.0029940119760479,0.0059880239520958,0.0059880239520958,0.0239520958083832
ComplEx,32,0.0,0.0059880239520958,0.0059880239520958,0.0119760479041916
ComplEx,33,0.0059880239520958,0.0119760479041916,0.0119760479041916,0.0179640718562874
ComplEx,34,0.0,0.0029940119760479,0.0089820359281437,0.0119760479041916
ComplEx,35,0.0,0.0029940119760479,0.0029940119760479,0.0059880239520958
ComplEx,36,0.0,0.0029940119760479,0.0059880239520958,0.0089820359281437
ComplEx,37,0.0,0.0059880239520958,0.0119760479041916,0.0239520958083832
ComplEx,38,0.0059880239520958,0.0059880239520958,0.0059880239520958,0.0059880239520958
ComplEx,39,0.0,0.0,0.0059880239520958,0.0089820359281437
ComplEx,40,0.0,0.0059880239520958,0.0059880239520958,0.0119760479041916
ComplEx,41,0.0029940119760479,0.0059880239520958,0.0059880239520958,0.0239520958083832
ComplEx,42,0.0059880239520958,0.0119760479041916,0.0119760479041916,0.0179640718562874
ComplEx,43,0.0029940119760479,0.0029940119760479,0.0059880239520958,0.0119760479041916
ComplEx,44,0.0029940119760479,0.0119760479041916,0.0119760479041916,0.0179640718562874
ComplEx,45,0.0029940119760479,0.0119760479041916,0.0119760479041916,0.0179640718562874
ComplEx,46,0.0029940119760479,0.0119760479041916,0.0119760479041916,0.0119760479041916
ComplEx,47,0.0029940119760479,0.0119760479041916,0.0119760479041916,0.0119760479041916
ComplEx,48,0.0059880239520958,0.0179640718562874,0.0239520958083832,0.0329341317365269
ComplEx,49,0.0059880239520958,0.0119760479041916,0.0209580838323353,0.0269461077844311
ComplEx,50,0.0059880239520958,0.0089820359281437,0.0209580838323353,0.0239520958083832
ComplEx,51,0.0059880239520958,0.0089820359281437,0.0209580838323353,0.0239520958083832
ComplEx,52,0.0059880239520958,0.0089820359281437,0.0209580838323353,0.0239520958083832
ComplEx,53,0.0059880239520958,0.0119760479041916,0.0209580838323353,0.0239520958083832
ComplEx,54,0.0,0.0029940119760479,0.0029940119760479,0.0059880239520958
ComplEx,55,0.0059880239520958,0.0119760479041916,0.0149700598802395,0.0179640718562874
ComplEx,56,0.0,0.0029940119760479,0.0029940119760479,0.0059880239520958
ComplEx,57,0.0,0.0,0.0,0.0119760479041916
ComplEx,58,0.0029940119760479,0.0029940119760479,0.0059880239520958,0.0119760479041916
ComplEx,59,0.0,0.0,0.0029940119760479,0.0059880239520958
ComplEx,60,0.0059880239520958,0.0059880239520958,0.0059880239520958,0.0059880239520958
ComplEx,61,0.0089820359281437,0.0149700598802395,0.0239520958083832,0.0329341317365269
ComplEx,62,0.0089820359281437,0.0149700598802395,0.0209580838323353,0.0329341317365269
ComplEx,63,0.0,0.0,0.0089820359281437,0.0119760479041916
ComplEx,64,0.0059880239520958,0.0059880239520958,0.0059880239520958,0.0059880239520958
ComplEx,65,0.0,0.0059880239520958,0.0059880239520958,0.0089820359281437
ComplEx,66,0.0,0.0029940119760479,0.0059880239520958,0.0089820359281437
ComplEx,67,0.0,0.0029940119760479,0.0059880239520958,0.0059880239520958
ComplEx,68,0.0059880239520958,0.0179640718562874,0.0209580838323353,0.0239520958083832
ComplEx,69,0.0,0.0029940119760479,0.0089820359281437,0.0089820359281437
ComplEx,70,0.0,0.0029940119760479,0.0089820359281437,0.0119760479041916
ComplEx,71,0.0029940119760479,0.0149700598802395,0.0179640718562874,0.0209580838323353
ComplEx,72,0.0029940119760479,0.0059880239520958,0.0059880239520958,0.0059880239520958
ComplEx,73,0.0,0.0,0.0059880239520958,0.0119760479041916
ComplEx,74,0.0059880239520958,0.0089820359281437,0.0149700598802395,0.0269461077844311
ComplEx,75,0.0,0.0029940119760479,0.0059880239520958,0.0149700598802395
ComplEx,76,0.0,0.0059880239520958,0.0089820359281437,0.0119760479041916
ComplEx,77,0.0,0.0059880239520958,0.0089820359281437,0.0089820359281437
ComplEx,78,0.0029940119760479,0.0059880239520958,0.0059880239520958,0.0059880239520958
ComplEx,79,0.0,0.0029940119760479,0.0089820359281437,0.0119760479041916
ComplEx,80,0.0,0.0,0.0,0.0119760479041916
ComplEx,81,0.0059880239520958,0.0089820359281437,0.0209580838323353,0.0239520958083832
ComplEx,82,0.0029940119760479,0.0059880239520958,0.0059880239520958,0.0059880239520958
ComplEx,83,0.0,0.0029940119760479,0.0059880239520958,0.0089820359281437
ComplEx,84,0.0059880239520958,0.0179640718562874,0.0209580838323353,0.0239520958083832
ComplEx,85,0.0,0.0029940119760479,0.0029940119760479,0.0089820359281437
ComplEx,86,0.0,0.0089820359281437,0.0089820359281437,0.0119760479041916
ComplEx,87,0.0,0.0059880239520958,0.0059880239520958,0.0089820359281437
ComplEx,88,0.0059880239520958,0.0059880239520958,0.0059880239520958,0.0089820359281437
ComplEx,89,0.0059880239520958,0.0149700598802395,0.0239520958083832,0.0269461077844311
ComplEx,90,0.0059880239520958,0.0149700598802395,0.0179640718562874,0.0329341317365269
ComplEx,91,0.0059880239520958,0.0149700598802395,0.0179640718562874,0.0329341317365269
ComplEx,92,0.0,0.0059880239520958,0.0089820359281437,0.0149700598802395
ComplEx,93,0.0029940119760479,0.0059880239520958,0.0059880239520958,0.0089820359281437
ComplEx,94,0.0059880239520958,0.0059880239520958,0.0059880239520958,0.0089820359281437
ComplEx,95,0.0029940119760479,0.0119760479041916,0.0209580838323353,0.0269461077844311
ComplEx,96,0.0029940119760479,0.0089820359281437,0.0089820359281437,0.0179640718562874
ComplEx,97,0.0,0.0059880239520958,0.0089820359281437,0.0149700598802395
ComplEx,98,0.0059880239520958,0.0059880239520958,0.0089820359281437,0.0089820359281437
ComplEx,99,0.0,0.0,0.0,0.0059880239520958
TransE,0,0.2065868263473053,0.3293413173652694,0.4041916167664671,0.5119760479041916
TransE,1,0.0,0.1826347305389221,0.2724550898203592,0.374251497005988
TransE,2,0.248502994011976,0.3682634730538922,0.4281437125748503,0.5269461077844312
TransE,3,0.3233532934131736,0.4041916167664671,0.4491017964071856,0.5299401197604791
TransE,4,0.1616766467065868,0.3233532934131736,0.3952095808383233,0.4910179640718562
TransE,5,0.0,0.0688622754491018,0.0808383233532934,0.1377245508982036
TransE,6,0.3083832335329341,0.4520958083832335,0.5089820359281437,0.5778443113772455
TransE,7,0.1287425149700598,0.281437125748503,0.344311377245509,0.4520958083832335
TransE,8,0.0748502994011976,0.1676646706586826,0.2275449101796407,0.311377245508982
TransE,9,0.2664670658682634,0.4820359281437126,0.5119760479041916,0.5898203592814372
TransE,10,0.0628742514970059,0.2215568862275449,0.3143712574850299,0.4101796407185629
TransE,11,0.2035928143712574,0.4041916167664671,0.4700598802395209,0.562874251497006
TransE,12,0.3023952095808383,0.4520958083832335,0.5329341317365269,0.6287425149700598
TransE,13,0.2904191616766467,0.4191616766467065,0.5029940119760479,0.5898203592814372
TransE,14,0.1107784431137724,0.2125748502994012,0.2724550898203592,0.3323353293413174
TransE,15,0.1407185628742515,0.2305389221556886,0.311377245508982,0.3862275449101796
TransE,16,0.2065868263473053,0.3323353293413174,0.3922155688622754,0.497005988023952
TransE,17,0.0209580838323353,0.2844311377245509,0.3652694610778443,0.4880239520958084
TransE,18,0.0,0.2245508982035928,0.3053892215568862,0.4191616766467065
TransE,19,0.0,0.0269461077844311,0.0419161676646706,0.0718562874251497
TransE,20,0.0449101796407185,0.3592814371257485,0.4491017964071856,0.5508982035928144
TransE,21,0.2874251497005988,0.4311377245508982,0.5,0.592814371257485
TransE,22,0.3083832335329341,0.4520958083832335,0.5419161676646707,0.6287425149700598
TransE,23,0.3053892215568862,0.4311377245508982,0.4910179640718562,0.5958083832335329
TransE,24,0.344311377245509,0.4431137724550898,0.5239520958083832,0.6347305389221557
TransE,25,0.3023952095808383,0.4221556886227545,0.497005988023952,0.6077844311377245
TransE,26,0.2395209580838323,0.4041916167664671,0.4820359281437126,0.5688622754491018
TransE,27,0.2634730538922156,0.3922155688622754,0.4550898203592814,0.5688622754491018
TransE,28,0.2724550898203592,0.4580838323353293,0.5089820359281437,0.6077844311377245
TransE,29,0.1257485029940119,0.2305389221556886,0.2934131736526946,0.3982035928143712
TransE,30,0.2395209580838323,0.4161676646706587,0.4820359281437126,0.562874251497006
TransE,31,0.1467065868263473,0.2904191616766467,0.3413173652694611,0.4610778443113772
TransE,32,0.2125748502994012,0.3772455089820359,0.4401197604790419,0.5359281437125748
TransE,33,0.3233532934131736,0.4640718562874251,0.5329341317365269,0.5838323353293413
TransE,34,0.3023952095808383,0.4461077844311377,0.5,0.6017964071856288
TransE,35,0.2694610778443114,0.4011976047904191,0.4700598802395209,0.5598802395209581
TransE,36,0.1107784431137724,0.2574850299401197,0.3323353293413174,0.437125748502994
TransE,37,0.2994011976047904,0.4221556886227545,0.4850299401197604,0.5778443113772455
TransE,38,0.0,0.2365269461077844,0.3263473053892216,0.4491017964071856
TransE,39,0.2964071856287425,0.4311377245508982,0.5209580838323353,0.6167664670658682
TransE,40,0.3592814371257485,0.4580838323353293,0.5149700598802395,0.6197604790419161
TransE,41,0.3502994011976048,0.4790419161676646,0.5299401197604791,0.6317365269461078
TransE,42,0.3892215568862275,0.4700598802395209,0.5149700598802395,0.6017964071856288
TransE,43,0.2964071856287425,0.4191616766467065,0.4760479041916167,0.5419161676646707
TransE,44,0.3592814371257485,0.4610778443113772,0.5149700598802395,0.6197604790419161
TransE,45,0.3832335329341317,0.4820359281437126,0.5299401197604791,0.625748502994012
TransE,46,0.3772455089820359,0.467065868263473,0.5059880239520959,0.6137724550898204
TransE,47,0.3233532934131736,0.4520958083832335,0.497005988023952,0.5688622754491018
TransE,48,0.3413173652694611,0.4461077844311377,0.5029940119760479,0.5838323353293413
TransE,49,0.2844311377245509,0.4011976047904191,0.4461077844311377,0.5508982035928144
TransE,50,0.2904191616766467,0.4191616766467065,0.497005988023952,0.5688622754491018
TransE,51,0.3682634730538922,0.4700598802395209,0.5119760479041916,0.6167664670658682
TransE,52,0.2574850299401197,0.467065868263473,0.5,0.6137724550898204
TransE,53,0.3532934131736527,0.4730538922155688,0.5149700598802395,0.6197604790419161
TransE,54,0.2964071856287425,0.4131736526946107,0.4790419161676646,0.5838323353293413
TransE,55,0.0,0.3532934131736527,0.4431137724550898,0.5688622754491018
TransE,56,0.2514970059880239,0.3772455089820359,0.4610778443113772,0.5479041916167665
TransE,57,0.3383233532934132,0.4730538922155688,0.5149700598802395,0.6317365269461078
TransE,58,0.0,0.2245508982035928,0.3083832335329341,0.4520958083832335
TransE,59,0.1676646706586826,0.4101796407185629,0.4610778443113772,0.5718562874251497
TransE,60,0.3592814371257485,0.4461077844311377,0.4880239520958084,0.5658682634730539
TransE,61,0.3502994011976048,0.4700598802395209,0.5329341317365269,0.6407185628742516
TransE,62,0.3203592814371258,0.4281437125748503,0.5179640718562875,0.6167664670658682
TransE,63,0.2934131736526946,0.4251497005988024,0.5119760479041916,0.5988023952095808
TransE,64,0.3413173652694611,0.4461077844311377,0.4940119760479042,0.6227544910179641
TransE,65,0.3682634730538922,0.4700598802395209,0.5059880239520959,0.5868263473053892
TransE,66,0.3023952095808383,0.4011976047904191,0.4790419161676646,0.5688622754491018
TransE,67,0.278443113772455,0.4011976047904191,0.4491017964071856,0.5179640718562875
TransE,68,0.1497005988023952,0.2874251497005988,0.3562874251497006,0.4820359281437126
TransE,69,0.3622754491017964,0.4700598802395209,0.5239520958083832,0.6137724550898204
TransE,70,0.3532934131736527,0.4431137724550898,0.5029940119760479,0.5598802395209581
TransE,71,0.3682634730538922,0.4790419161676646,0.5149700598802395,0.6107784431137725
TransE,72,0.3652694610778443,0.4520958083832335,0.5029940119760479,0.6077844311377245
TransE,73,0.2964071856287425,0.4610778443113772,0.5329341317365269,0.6047904191616766
TransE,74,0.3263473053892216,0.4341317365269461,0.5059880239520959,0.6017964071856288
TransE,75,0.3053892215568862,0.4491017964071856,0.5089820359281437,0.5988023952095808
TransE,76,0.3173652694610778,0.4730538922155688,0.5089820359281437,0.6107784431137725
TransE,77,0.2544910179640718,0.4461077844311377,0.5029940119760479,0.6047904191616766
TransE,78,0.2964071856287425,0.4101796407185629,0.4580838323353293,0.5748502994011976
TransE,79,0.3592814371257485,0.4281437125748503,0.4760479041916167,0.5598802395209581
TransE,80,0.3682634730538922,0.4610778443113772,0.5089820359281437,0.6227544910179641
TransE,81,0.3682634730538922,0.4640718562874251,0.5089820359281437,0.6227544910179641
TransE,82,0.3562874251497006,0.4491017964071856,0.4940119760479042,0.6107784431137725
TransE,83,0.3502994011976048,0.4850299401197604,0.5359281437125748,0.6287425149700598
TransE,84,0.3023952095808383,0.4760479041916167,0.5389221556886228,0.6077844311377245
TransE,85,0.3173652694610778,0.4730538922155688,0.5508982035928144,0.6347305389221557
TransE,86,0.3413173652694611,0.4550898203592814,0.5089820359281437,0.5868263473053892
TransE,87,0.3622754491017964,0.4461077844311377,0.5029940119760479,0.592814371257485
TransE,88,0.3233532934131736,0.4520958083832335,0.5089820359281437,0.6017964071856288
TransE,89,0.3293413173652694,0.4640718562874251,0.5269461077844312,0.6227544910179641
TransE,90,0.0,0.248502994011976,0.3413173652694611,0.4700598802395209
TransE,91,0.3592814371257485,0.4730538922155688,0.5239520958083832,0.6077844311377245
TransE,92,0.3502994011976048,0.4580838323353293,0.5029940119760479,0.5808383233532934
TransE,93,0.3892215568862275,0.4580838323353293,0.4940119760479042,0.5898203592814372
TransE,94,0.0898203592814371,0.4101796407185629,0.4730538922155688,0.5778443113772455
TransE,95,0.3053892215568862,0.4461077844311377,0.5179640718562875,0.6137724550898204
